Instance ID,Report,Rule ID,Severity,Identifiers and References,Description,Rationale,Pass,Report Time
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_avahi_removed,medium,xccdf_org.ssgproject.content_rule_package_avahi_removed,"If the system does not need to have an Avahi server which implements
the DNS Service Discovery and Multicast DNS protocols,
the avahi-autoipd and avahi packages can be uninstalled.",Automatic discovery of network services is not normally required for system functionality. It is recommended to remove this package to reduce the potential attack surface.,pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_service_avahi-daemon_disabled,medium,xccdf_org.ssgproject.content_rule_service_avahi-daemon_disabled,The avahi-daemon service can be disabled with the following command: $ sudo systemctl mask --now avahi-daemon.service,"Because the Avahi daemon service keeps an open network port, it is subject to network attacks. Its functionality is convenient but is only appropriate if the local network can be trusted.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_service_cron_enabled,medium,xccdf_org.ssgproject.content_rule_service_cron_enabled,"The crond service is used to execute commands at
preconfigured times. It is required by almost all systems to perform necessary
maintenance tasks, such as notifying root of system activity.

The cron service can be enabled with the following command: $ sudo systemctl enable cron.service","Due to its usage for maintenance and security-supporting tasks, enabling the cron daemon is essential.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_cron_d,medium,xccdf_org.ssgproject.content_rule_file_groupowner_cron_d,"To properly set the group owner of /etc/cron.d , run the command: $ sudo chgrp root /etc/cron.d","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_cron_daily,medium,xccdf_org.ssgproject.content_rule_file_groupowner_cron_daily,"To properly set the group owner of /etc/cron.daily , run the command: $ sudo chgrp root /etc/cron.daily","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_cron_hourly,medium,xccdf_org.ssgproject.content_rule_file_groupowner_cron_hourly,"To properly set the group owner of /etc/cron.hourly , run the command: $ sudo chgrp root /etc/cron.hourly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_cron_monthly,medium,xccdf_org.ssgproject.content_rule_file_groupowner_cron_monthly,"To properly set the group owner of /etc/cron.monthly , run the command: $ sudo chgrp root /etc/cron.monthly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_cron_weekly,medium,xccdf_org.ssgproject.content_rule_file_groupowner_cron_weekly,"To properly set the group owner of /etc/cron.weekly , run the command: $ sudo chgrp root /etc/cron.weekly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_crontab,medium,xccdf_org.ssgproject.content_rule_file_groupowner_crontab,"To properly set the group owner of /etc/crontab , run the command: $ sudo chgrp root /etc/crontab","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_cron_d,medium,xccdf_org.ssgproject.content_rule_file_owner_cron_d,"To properly set the owner of /etc/cron.d , run the command: $ sudo chown root /etc/cron.d","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct user to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_cron_daily,medium,xccdf_org.ssgproject.content_rule_file_owner_cron_daily,"To properly set the owner of /etc/cron.daily , run the command: $ sudo chown root /etc/cron.daily","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct user to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_cron_hourly,medium,xccdf_org.ssgproject.content_rule_file_owner_cron_hourly,"To properly set the owner of /etc/cron.hourly , run the command: $ sudo chown root /etc/cron.hourly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct user to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_cron_monthly,medium,xccdf_org.ssgproject.content_rule_file_owner_cron_monthly,"To properly set the owner of /etc/cron.monthly , run the command: $ sudo chown root /etc/cron.monthly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct user to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_cron_weekly,medium,xccdf_org.ssgproject.content_rule_file_owner_cron_weekly,"To properly set the owner of /etc/cron.weekly , run the command: $ sudo chown root /etc/cron.weekly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct user to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_crontab,medium,xccdf_org.ssgproject.content_rule_file_owner_crontab,"To properly set the owner of /etc/crontab , run the command: $ sudo chown root /etc/crontab","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct user to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_cron_d,medium,xccdf_org.ssgproject.content_rule_file_permissions_cron_d,"To properly set the permissions of /etc/cron.d , run the command: $ sudo chmod 0700 /etc/cron.d","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should have the correct access rights to prevent unauthorized changes.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_cron_daily,medium,xccdf_org.ssgproject.content_rule_file_permissions_cron_daily,"To properly set the permissions of /etc/cron.daily , run the command: $ sudo chmod 0700 /etc/cron.daily","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should have the correct access rights to prevent unauthorized changes.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_cron_hourly,medium,xccdf_org.ssgproject.content_rule_file_permissions_cron_hourly,"To properly set the permissions of /etc/cron.hourly , run the command: $ sudo chmod 0700 /etc/cron.hourly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should have the correct access rights to prevent unauthorized changes.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_cron_monthly,medium,xccdf_org.ssgproject.content_rule_file_permissions_cron_monthly,"To properly set the permissions of /etc/cron.monthly , run the command: $ sudo chmod 0700 /etc/cron.monthly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should have the correct access rights to prevent unauthorized changes.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_cron_weekly,medium,xccdf_org.ssgproject.content_rule_file_permissions_cron_weekly,"To properly set the permissions of /etc/cron.weekly , run the command: $ sudo chmod 0700 /etc/cron.weekly","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should have the correct access rights to prevent unauthorized changes.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_crontab,medium,xccdf_org.ssgproject.content_rule_file_permissions_crontab,"To properly set the permissions of /etc/crontab , run the command: $ sudo chmod 0600 /etc/crontab","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should have the correct access rights to prevent unauthorized changes.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_at_deny_not_exist,medium,xccdf_org.ssgproject.content_rule_file_at_deny_not_exist,"The file /etc/at.deny should not exist.
Use /etc/at.allow instead.",Access to ,pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_cron_deny_not_exist,medium,xccdf_org.ssgproject.content_rule_file_cron_deny_not_exist,"The file /etc/cron.deny should not exist.
Use /etc/cron.allow instead.",Access to ,pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_at_allow,medium,xccdf_org.ssgproject.content_rule_file_groupowner_at_allow,"If /etc/at.allow exists, it must be group-owned by root .

To properly set the group owner of /etc/at.allow , run the command: $ sudo chgrp root /etc/at.allow","If the owner of the at.allow file is not set to root, the possibility exists for an unauthorized user to view or edit sensitive information.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_cron_allow,medium,xccdf_org.ssgproject.content_rule_file_groupowner_cron_allow,"If /etc/cron.allow exists, it must be group-owned by crontab .

To properly set the group owner of /etc/cron.allow , run the command: $ sudo chgrp crontab /etc/cron.allow","If the owner of the cron.allow file is not set to crontab, the possibility exists for an unauthorized user to view or edit sensitive information.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_at_allow,medium,xccdf_org.ssgproject.content_rule_file_owner_at_allow,"If /etc/at.allow exists, it must be owned by root .

To properly set the owner of /etc/at.allow , run the command: $ sudo chown root /etc/at.allow","If the owner of the at.allow file is not set to root, the possibility exists for an unauthorized user to view or edit sensitive information.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_cron_allow,medium,xccdf_org.ssgproject.content_rule_file_owner_cron_allow,"If /etc/cron.allow exists, it must be owned by root .

To properly set the owner of /etc/cron.allow , run the command: $ sudo chown root /etc/cron.allow","If the owner of the cron.allow file is not set to root, the possibility exists for an unauthorized user to view or edit sensitive information.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_at_allow,medium,xccdf_org.ssgproject.content_rule_file_permissions_at_allow,"If /etc/at.allow exists, it must have permissions 0640 or more restrictive.


To properly set the permissions of /etc/at.allow , run the command: $ sudo chmod 0640 /etc/at.allow","If the permissions of the at.allow file are not set to 0640 or more restrictive, the possibility exists for an unauthorized user to view or edit sensitive information.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_cron_allow,medium,xccdf_org.ssgproject.content_rule_file_permissions_cron_allow,"If /etc/cron.allow exists, it must have permissions 0640 or more restrictive.


To properly set the permissions of /etc/cron.allow , run the command: $ sudo chmod 0640 /etc/cron.allow","If the permissions of the cron.allow file are not set to 0640 or more restrictive, the possibility exists for an unauthorized user to view or edit sensitive information.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_nis_removed,low,xccdf_org.ssgproject.content_rule_package_nis_removed,The support for Yellowpages should not be installed unless it is required.,"NIS is the historical SUN service for central account management, more and more replaced by LDAP. NIS does not support efficiently security constraints, ACL, etc. and should not be used.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_dhcp_removed,medium,xccdf_org.ssgproject.content_rule_package_dhcp_removed,"If the system does not need to act as a DHCP server,
the dhcp package can be uninstalled.

The isc-dhcp-server package can be removed with the following command: $ apt-get remove isc-dhcp-server",Removing the DHCP server ensures that it cannot be easily or accidentally reactivated and disrupt network operation.,pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_bind_removed,low,xccdf_org.ssgproject.content_rule_package_bind_removed,"The named service is provided by the bind package.
The bind package can be removed with the following command: $ apt-get remove bind","If there is no need to make DNS server software available, removing it provides a safeguard against its activation.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_vsftpd_removed,high,xccdf_org.ssgproject.content_rule_package_vsftpd_removed,The vsftpd package can be removed with the following command: $ apt-get remove vsftpd,Removing the ,pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_httpd_removed,unknown,xccdf_org.ssgproject.content_rule_package_httpd_removed,The apache2 package can be removed with the following command: $ apt-get remove apache2,"If there is no need to make the web server software available, removing it provides a safeguard against its activation.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_nginx_removed,unknown,xccdf_org.ssgproject.content_rule_package_nginx_removed,The nginx package can be removed with the following command: $ apt-get remove nginx,"If there is no need to make the web server software available, removing it provides a safeguard against its activation.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_cyrus-imapd_removed,unknown,xccdf_org.ssgproject.content_rule_package_cyrus-imapd_removed,The cyrus-imapd package can be removed with the following command: $ apt-get remove cyrus-imapd,"If there is no need to make the cyrus-imapd software available, removing it provides a safeguard against its activation.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_dovecot_removed,unknown,xccdf_org.ssgproject.content_rule_package_dovecot_removed,The dovecot-core package can be removed with the following command: $ apt-get remove dovecot-core,"If there is no need to make the Dovecot software available, removing it provides a safeguard against its activation.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_openldap-clients_removed,low,xccdf_org.ssgproject.content_rule_package_openldap-clients_removed,"The Lightweight Directory Access Protocol (LDAP) is a service that provides
a method for looking up information from a central database.
The lapd-utils package can be removed with the following command: $ apt-get remove lapd-utils","If the system does not need to act as an LDAP client, it is recommended that the software is removed to reduce the potential attack surface.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_openldap-servers_removed,low,xccdf_org.ssgproject.content_rule_package_openldap-servers_removed,"The slapd package is not installed by default on a Ubuntu 22.04
system. It is needed only by the OpenLDAP server, not by the
clients which use LDAP for authentication. If the system is not
intended for use as an LDAP Server it should be removed.","Unnecessary packages should not be installed to decrease the attack surface of the system.  While this software is clearly essential on an LDAP server, it is not necessary on typical desktop or workstation systems.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_rpcbind_removed,low,xccdf_org.ssgproject.content_rule_package_rpcbind_removed,"The rpcbind utility maps RPC services to the ports on which they listen.
RPC processes notify rpcbind when they start, registering the ports they
are listening on and the RPC program numbers they expect to serve. The
rpcbind service redirects the client to the proper port number so it can
communicate with the requested service. If the system does not require RPC
(such as for NFS servers) then this service should be disabled.
The rpcbind package can be removed with the following command: $ apt-get remove rpcbind","If the system does not require rpc based services, it is recommended that rpcbind be disabled to reduce the attack surface.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_timesyncd_installed,high,xccdf_org.ssgproject.content_rule_package_timesyncd_installed,The systemd_timesyncd service should be installed.,"Time synchronization (using NTP) is required by almost all network and administrative tasks (syslog, cryptographic based services (authentication, etc.), etc.). systemd_timesyncd is a part of the systemd suite and acts as a NTP client.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_rsync_removed,medium,xccdf_org.ssgproject.content_rule_package_rsync_removed,"The rsyncd service can be used to synchronize files between systems over network links.
The rsync package can be removed with the following command: $ apt-get remove rsync",The rsyncd service presents a security risk as it uses unencrypted protocols for communication.,fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_rsh_removed,unknown,xccdf_org.ssgproject.content_rule_package_rsh_removed,"The rsh-client package contains the client commands

for the rsh services","These legacy clients contain numerous security exposures and have been replaced with the more secure SSH package. Even if the server is removed, it is best to ensure the clients are also removed to prevent users from inadvertently attempting to use these commands and therefore exposing  their credentials. Note that removing the ",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_no_rsh_trust_files,high,xccdf_org.ssgproject.content_rule_no_rsh_trust_files,"The files /etc/hosts.equiv and ~/.rhosts (in
each user's home directory) list remote hosts and users that are trusted by the
local system when using the rshd daemon.
To remove these files, run the following command to delete them from any
location: $ sudo rm /etc/hosts.equiv  $ rm ~/.rhosts",This action is only meaningful if ,pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_talk_removed,medium,xccdf_org.ssgproject.content_rule_package_talk_removed,"The talk package contains the client program for the
Internet talk protocol, which allows the user to chat with other users on
different systems. Talk is a communication program which copies lines from one
terminal to the terminal of another user.
The talk package can be removed with the following command: $ apt-get remove talk",The talk software presents a security risk as it uses unencrypted protocols for communications. Removing the ,pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_telnet_removed,low,xccdf_org.ssgproject.content_rule_package_telnet_removed,"The telnet client allows users to start connections to other systems via
the telnet protocol.",The ,fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_cups_removed,unknown,xccdf_org.ssgproject.content_rule_package_cups_removed,The cups package can be removed with the following command: $ apt-get remove cups,"If the system does not need to print jobs or accept print jobs from other systems, it is recommended that CUPS be removed to reduce the potential attack surface.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_service_cups_disabled,unknown,xccdf_org.ssgproject.content_rule_service_cups_disabled,The cups service can be disabled with the following command: $ sudo systemctl mask --now cups.service,Turn off unneeded services to reduce attack surface.,pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_squid_removed,unknown,xccdf_org.ssgproject.content_rule_package_squid_removed,The squid package can be removed with the following command: $ apt-get remove squid,"If there is no need to make the proxy server software available, removing it provides a safeguard against its activation.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_samba_removed,unknown,xccdf_org.ssgproject.content_rule_package_samba_removed,The samba package can be removed with the following command: $ apt-get remove samba,"If there is no need to make the Samba software available, removing it provides a safeguard against its activation.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_package_net-snmp_removed,unknown,xccdf_org.ssgproject.content_rule_package_net-snmp_removed,"The snmp package provides the snmpd service.
The snmp package can be removed with the following command: $ apt-get remove snmp","If there is no need to run SNMP server software, removing the package provides a safeguard against its activation.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_groupowner_sshd_config,medium,xccdf_org.ssgproject.content_rule_file_groupowner_sshd_config,"To properly set the group owner of /etc/ssh/sshd_config , run the command: $ sudo chgrp root /etc/ssh/sshd_config","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_owner_sshd_config,medium,xccdf_org.ssgproject.content_rule_file_owner_sshd_config,"To properly set the owner of /etc/ssh/sshd_config , run the command: $ sudo chown root /etc/ssh/sshd_config","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_sshd_config,medium,xccdf_org.ssgproject.content_rule_file_permissions_sshd_config,"To properly set the permissions of /etc/ssh/sshd_config , run the command: $ sudo chmod 0600 /etc/ssh/sshd_config","Service configuration files enable or disable features of their respective services that if configured incorrectly can lead to insecure and vulnerable configurations. Therefore, service configuration files should be owned by the correct group to prevent unauthorized changes.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_sshd_private_key,medium,xccdf_org.ssgproject.content_rule_file_permissions_sshd_private_key,"SSH server private keys - files that match the /etc/ssh/*_key glob, have to have restricted permissions.
If those files are owned by the root user and the root group, they have to have the 0600 permission or stricter.","If an unauthorized user obtains the private SSH host key file, the host could be impersonated.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_file_permissions_sshd_pub_key,medium,xccdf_org.ssgproject.content_rule_file_permissions_sshd_pub_key,"To properly set the permissions of /etc/ssh/*.pub , run the command: $ sudo chmod 0644 /etc/ssh/*.pub","If a public host key file is modified by an unauthorized user, the SSH service may be compromised.",pass,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_sshd_set_keepalive,medium,xccdf_org.ssgproject.content_rule_sshd_set_keepalive,"The SSH server sends at most ClientAliveCountMax messages
during a SSH session and waits for a response from the SSH client.
The option ClientAliveInterval configures timeout after
each ClientAliveCountMax message. If the SSH server does not
receive a response from the client, then the connection is considered unresponsive
and terminated.
For SSH earlier than v8.2, a ClientAliveCountMax value of 0 causes a timeout precisely when the ClientAliveInterval is set.
Starting with v8.2, a value of 0 disables the timeout functionality
completely. If the option is set to a number greater than 0 , then
the session will be disconnected after ClientAliveInterval * ClientAliveCountMax seconds without receiving
a keep alive message.",This ensures a user login will be terminated as soon as the ,fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_sshd_set_idle_timeout,medium,xccdf_org.ssgproject.content_rule_sshd_set_idle_timeout,"SSH allows administrators to set a network responsiveness timeout interval.
After this interval has passed, the unresponsive client will be automatically logged out. To set this timeout interval, edit the following line in /etc/ssh/sshd_config as
follows: ClientAliveInterval  The timeout interval is given in seconds. For example, have a timeout
of 10 minutes, set interval to 600. If a shorter timeout has already been set for the login shell, that value will
preempt any SSH setting made in /etc/ssh/sshd_config . Keep in mind that
some processes may stop SSH from correctly detecting that the user is idle.",Terminating an idle ssh session within a short time period reduces the window of opportunity for unauthorized personnel to take control of a management session enabled on the console or console port that has been let unattended.,fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_disable_host_auth,medium,xccdf_org.ssgproject.content_rule_disable_host_auth,"SSH's cryptographic host-based authentication is
more secure than .rhosts authentication. However, it is
not recommended that hosts unilaterally trust one another, even
within an organization. The default SSH configuration disables host-based authentication. The appropriate
configuration is used if no value is set for HostbasedAuthentication . To explicitly disable host-based authentication, add or correct the
following line in /etc/ssh/sshd_config.d/00-complianceascode-hardening.conf : HostbasedAuthentication no",SSH trust relationships mean a compromise on one host can allow an attacker to move trivially to other hosts.,fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_sshd_disable_empty_passwords,high,xccdf_org.ssgproject.content_rule_sshd_disable_empty_passwords,"Disallow SSH login with empty passwords.
The default SSH configuration disables logins with empty passwords. The appropriate
configuration is used if no value is set for PermitEmptyPasswords . To explicitly disallow SSH login from accounts with empty passwords,
add or correct the following line in /etc/ssh/sshd_config.d/00-complianceascode-hardening.conf :  PermitEmptyPasswords no Any accounts with empty passwords should be disabled immediately, and PAM configuration
should prevent users from being able to assign themselves empty passwords.","Configuring this setting for the SSH daemon provides additional assurance that remote login via SSH will require a password, even in the event of misconfiguration elsewhere.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_sshd_disable_rhosts,medium,xccdf_org.ssgproject.content_rule_sshd_disable_rhosts,"SSH can emulate the behavior of the obsolete rsh
command in allowing users to enable insecure access to their
accounts via .rhosts files. The default SSH configuration disables support for .rhosts . The appropriate
configuration is used if no value is set for IgnoreRhosts . To explicitly disable support for .rhosts files, add or correct the following line in /etc/ssh/sshd_config.d/00-complianceascode-hardening.conf : IgnoreRhosts yes",SSH trust relationships mean a compromise on one host can allow an attacker to move trivially to other hosts.,fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_sshd_disable_root_login,medium,xccdf_org.ssgproject.content_rule_sshd_disable_root_login,"The root user should never be allowed to login to a
system directly over a network.
To disable root login via SSH, add or correct the following line in /etc/ssh/sshd_config.d/00-complianceascode-hardening.conf : PermitRootLogin no","Even though the communications channel may be encrypted, an additional layer of security is gained by extending the policy of not logging directly on as root. In addition, logging in with a user-specific account provides individual accountability of actions performed on the system and also helps to minimize direct attack attempts on root's password.",fail,2025-06-26T16:29:13
12,Landscape_security_profile_client_report_ID12-20250626162800.xml,xccdf_org.ssgproject.content_rule_sshd_do_not_permit_user_env,medium,xccdf_org.ssgproject.content_rule_sshd_do_not_permit_user_env,"Ensure that users are not able to override environment variables of the SSH daemon. The default SSH configuration disables environment processing. The appropriate
configuration is used if no value is set for PermitUserEnvironment . To explicitly disable Environment options, add or correct the following /etc/ssh/sshd_config.d/00-complianceascode-hardening.conf : PermitUserEnvironment no",SSH environment options potentially allow users to bypass access restriction in some configurations.,fail,2025-06-26T16:29:13
